FedRoutingNR,Telegraphic Name,Customer Name,State,City,Eligible,Status,Last Change
081501023,KENNETT NATL MO,KENNETT TRUST BANK,MO,KENNETT,Y,SY,20170103
081501353,MCB VIENNA MO,MARIES COUNTY BANK,MO,VIENNA,N,N,20150331
081501489,CENTRAL BK AUDRAIN,CENTRAL BK OF AUDRAIN COUNTY,MO,MEXICO,N,Y,20150121
081501492,FIRST MISSOURI BK,FIRST MISSOURI BANK OF SEMO,MO,KENNETT,Y,Y,20160523
081501696,CALLAWAY FULTON MO,CALLAWAY BANK,MO,FULTON,Y,Y,20000509
081501735,CENT TR JEFF CITY,CENTRAL TRUST BANK  THE,MO,JEFFERSON CITY,N,N,20170717
081501793,GREAT SOUTHERN BK,GREAT SOUTHERN BANK,MO,ELLINGTON,N,N,20120127
081502006,MERC BANK,THE MERCANTILE BANK OF LOUISIANA,MO,LOUISIANA,Y,SY,20170714
081502019,BK OF LOUISIANA MO,BANK OF LOUISIANA,MO,LOUISIANA,N,Y,20020307
081502815,FST SB FRMGTN MO,FIRST STATE COMMUNITY BANK,MO,FARMINGTON,N,N,20160520
081503322,GREAT SOUTHERN BK,GREAT SOUTHERN BANK,MO,HOLTS SUMMIT,N,N,20130206
081503380,CTZNS BK ELDON MO,CITIZENS BANK OF ELDON,MO,ELDON,N,Y,20141107
081503597,PEO GREENVILLE MO,PEOPLES COMMUNITY BANK,MO,GREENVILLE,Y,SY,20160913
081503694,BK OF SALEM MO,BANK OF SALEM,MO,SALEM,N,Y,20141107
081503704,DENT CNTY SALEM MO,TOWN & COUNTRY BANK,MO,SALEM,Y,Y,20000728
081503814,EXCHANGE BK NE MO,EXCHANGE BANK OF NORTHEAST MISSOURI,MO,KAHOKA,Y,SY,20111207
081503911,SOUTHERN BANK,SOUTHERN BANK,MO,POPLAR BLUFF,N,N,20131206
081504059,MBPC BOWLNG GRN MO,FIRSTAR BK./BOWLING GREEN BR,MO,BOWLING GREEN,N,N,20020227
081504266,TPNB MO,TPNB BANK,MO,PARIS,Y,SY,20170113
081504635,CITZ SB MARSHFD MO,METROPOLITAN NATIONAL BANK,MO,MARSHFIELD,N,N,19990727
081504651,LIBRTY BK CRANE MO,LIBERTY BANK,MO,CRANE,N,N,20121210
081504693,FIRST MDWST BK OZ,FIRST MIDWEST BANK OF THE OZARKS,MO,PIEDMONT,Y,SN,20141107
081505388,CLIFFORD CLARKSVLE,CBC BANK,MO,TROY,Y,Y,20000302
081505731,OZARK BANK MO,OZARK BANK,MO,OZARK,Y,Y,20040220
081506390,ALLIANT BANK,ALLIANT BANK,MO,MADISON,Y,SN,20141107
081506523,BK OF ADVANCE MO,BANK OF ADVANCE,MO,ADVANCE,N,Y,20141107
081506552,PEOPLES BK CUBA MO,PEOPLES BANK,MO,CUBA,N,Y,20141107
081506646,FCBTC BRANSON MO,FIRST COMMUNITY BANK OF THE OZARKS,MO,BRANSON,Y,SY,20110325
081506837,LANDMARK BANK,LANDMARK BANK  N.A.,MO,MOUNTAIN VIEW,N,N,20090611
081507072,SIMMONS FNB PN BLF,SIMMONS FNB OF PINE BLUFF,MO,OZARK,N,N,20101014
081507124,GREAT SOUTHERN BK,GREAT SOUTHERN BANK,MO,ELLINGTON,N,Y,20141107
081507166,CITZ ROGERSVLE MO,CITIZENS BANK,MO,ROGERSVILLE,Y,SY,20000509
081507470,BK OF IBERIA MO,BANK OF IBERIA,MO,IBERIA,Y,Y,20020603
081508178,CANTON ST BK MO,CANTON STATE BANK,MO,CANTON,N,N,20120125
081508217,FIRST INDEPENT BK,FIRST INDEPENDENT BANK,MO,AURORA,N,Y,20141107
081508466,PEOPLES SVGS BK,PEOPLES SAVINGS BANK OF RHINELAND,MO,RHINELAND,Y,Y,20150731
081509070,CNTRL OSAGE BCH MO,CENTRAL BANK LAKE OF THE OZARKS,MO,OSAGE BEACH,N,Y,20141107
081509106,BK CAIRO MOBERLY,BANK OF CAIRO & MOBERLY,MO,MOBERLY,Y,SY,20030724
081509449,CSB BOWLING GRN KY,COMMUNITY STATE BANK OF MISSOURI,MO,BOWLING GREEN,N,N,20120113
081509973,CENTURY BK OZARKS,CENTURY BANK OF THE OZARKS,MO,GAINESVILLE,Y,SY,20041130
081510564,TIPTON LATHAM NA,THE TIPTON LATHAM BANK  N.A.,MO,TIPTON,N,Y,20170224
081510593,FIRST COMM STEELVL,FIRST COMMUNITY NATIONAL BANK,MO,STEELVILLE,Y,Y,20090409
081510739,FARMERS LOHMAN MO,FARMERS BANK OF LOHMAN,MO,LOHMAN,N,Y,20141107
081510933,MARTINSBURG B&T MO,MARTINSBURG BANK AND TRUST,MO,MEXICO,N,Y,20141107
081511110,BANK OF MONTICELLO,BANK OF MONTICELLO,MO,MONTICELLO,N,Y,20141107
081511631,LEGACY BK & TR CO.,LEGACY BANK & TRUST COMPANY,MO,ROGERSVILLE,N,Y,20170203
081511754,1ST ST BK PURDY MO,FIRST STATE BANK,MO,PURDY,N,Y,20141107
081512106,BK OF MO PERRYVLLE,THE BANK OF MISSOURI,MO,PERRYVILLE,N,N,20151204
081512232,SECURITY BK OZARKS,SECURITY BANK OF THE OZARKS,MO,EMINENCE,N,N,20160804
081512407,MCB VIENNA MO,MARIES COUNTY BANK,MO,VIENNA,Y,Y,20021213
081512902,FIRST NATL BK HOUS,FIRST NATIONAL BANK/ HOUSTON BRANCH,MO,HOUSTON,N,N,20010618
081512928,BK OF CROCKER KY,BANK OF CROCKER,MO,CROCKER,N,Y,20141107
081513121,MO BK HERMANN MO,MISSOURI BANK THE,MO,HERMANN,N,N,20110222
081513930,LANDMARK BANK,LANDMARK BANK  N.A.,MO,BIRCH TREE,N,N,20120511
081514010,LEGENDS LINN MO,LEGENDS BANK,MO,LINN,Y,N,20141107
081514052,PEO GREENVILLE MO,PEOPLES COMMUNITY BANK,MO,GREENVILLE,N,N,20160129
081515462,SOUTHERN BANK,SOUTHERN BANK,MO,POPLAR BLUFF,N,N,20141205
081516610,MID AM BK&TR CO,MID AMERICA BANK & TRUST COMPANY,MO,DIXON,Y,SY,20050617
081516872,FCB GIDEON MO,FIRST COMMERCIAL BANK,MO,GIDEON,Y,Y,20040219
081517677,USB LEWISTON MO,UNITED STATE BANK,MO,LEWISTOWN,Y,Y,20140725
081517732,FSSB CHARLESTON MO,FOCUS BANK,MO,CHARLESTON,Y,Y,20170314
081517761,FIRST SIKESTON MO,MONTGOMERY BANK  N.A.,MO,SIKESTON,Y,Y,20080709
081517871,BK NEW CAMBRIA MO,BANK OF NEW CAMBRIA,MO,NEW CAMBRIA,N,Y,20141107
081517936,HOMEBANK,HOMEBANK,MO,PALMYRA,N,Y,20140107
081517965,BK OF NEW MADRID,BANK OF NEW MADRID,MO,NEW MADRID,Y,SY,20100901
081518058,BMC WELLSVILLE MO,AMERICAN BK OF MISSOURI,MO,WELLSVILLE,Y,N,20141107
081518090,SEYMOUR BK MO,SEYMOUR BANK,MO,SEYMOUR,Y,Y,20000509
081518184,SAINTS AVE BANK MO,SAINTS AVENUE BANK,MO,NEW LONDON,N,Y,20171010
081518197,STERLING BANK,STERLING BANK,MO,POPLAR BLUFF,N,N,20160205
081518375,CNTRL BK BRANSON,CENTRAL BANK OF BRANSON,MO,BRANSON,N,Y,20151109
081518524,CB CHARLESTON MO,CITIZENS BANK,MO,CHARLESTON,Y,SY,20090123
081518634,EMPIRE BANK,EMPIRE BANK,MO,STRAFFORD,N,N,20081126
081518715,LCB LEBANON MO,MID-MISSOURI BK/ LEBANON BRANCH,MO,LEBANON,N,N,20010713
081518773,ALLIANCE CAPE G MO,ALLIANCE BANK,MO,CAPE GIRARDEAU,Y,Y,19991109
081518786,SO MO MARSHFLD MO,SOUTHERN MISSOURI BANK OF MARSHFIELD,MO,MARSHFIELD,N,Y,20090323
081518812,CNTRYSIDE RPBLC MO,COUNTRYSIDE BANK,MO,REPUBLIC,N,N,20031003
081519002,COMMUNITY NATIONAL,COMMUNITY NATIONAL BANK,MO,MONETT,Y,N,20150731
081519028,CONNECTIONS BK MO,CONNECTIONS BANK,MO,ASHLAND,Y,SY,20170426
081519031,HERITAGE OZARKS,HERITAGE BANK OF THE OZARKS,MO,LEBANON,N,Y,20141107
081519219,FMSB CAPE COUNTY,FIRST MISSOURI STATE BANK,MO,CAPE GIRARDEAU,Y,N,20060710
081902198,BK OF WASHNGTON MO,BANK OF WASHINGTON,MO,WASHINGTON,N,N,20120202
081903537,B&T CO LITCHFLD IL,BANK AND TRUST COMPANY,IL,LITCHFIELD,Y,SY,20060810
081904468,JERSEY STATE BK IL,JERSEY STATE BANK,IL,JERSEYVILLE,N,N,20120125
081904662,CNB BK & TR,CNB BANK & TRUST N.A.,IL,CARLINVILLE,Y,Y,20120127
081904798,NB HILLSBORO IL,NATIONAL BANK,IL,HILLSBORO,Y,SY,20150421
081905014,BRADFORD GREENVILL,BRADFORD NATIONAL BANK,IL,GREENVILLE,Y,SN,20140228
081905085,PROVIDENCE BK,PROVIDENCE BANK,MO,COLUMBIA,Y,Y,20150529
081905182,PEOPLES BANK & TR,PEOPLES BANK & TRUST,IL,PANA,N,Y,20141107
081905593,CITZ NEW HAVEN MO,CITIZENS BANK,MO,WASHINGTON,Y,SY,20010525
081905768,MO BK WARRENTON MO,MISSOURI BANK THE,MO,WARRENTON,Y,SY,20120411
081906000,CNB B & T NA,CNB BANK & TRUST  NA,IL,CARROLLTON,N,N,20110718
081906013,CARROLLTON BK IL,CARROLLTON BANK,IL,CARROLLTON,Y,Y,20041025
081906275,F&M NASHVILLE IL,FARMERS & MERCHANTS NATIONAL BANK,IL,NASHVILLE,Y,SY,20050729
081906505,FIRST CARLYLE IL,FIRST NATIONAL BANK IN CARLYLE,IL,CARLYLE,Y,SY,20071113
081907135,CHESTER NATL BK,CHESTER NATIONAL BANK,MO,PERRYVILLE,N,N,20110527
081907847,FMB WRIGHT CITY MO,FMB BANK,MO,WRIGHT CITY,Y,SY,20100204
081907892,FIRST DIETERICH IL,FIRST NATIONAL BANK,IL,RED BUD,N,N,20120305
081908833,BSB POTOSI MO,BELGRADE STATE BANK,MO,BELGRADE,Y,SY,20000509
081909007,BANK SPRINGFIELD,BANK OF SPRINGFIELD,IL,SPRINGFIELD,Y,N,20140801
081909146,FIRST RAYMOND IL,FIRST NATIONAL BK OF RAYMOND  THE,IL,RAYMOND,Y,Y,20170921
081909722,FIRST STEELEVILLE,FIRST NATIONAL BANK,IL,STEELEVILLE,Y,SY,20131002
081910232,PEOPLES BT TROY MO,PEOPLES BANK & TRUST CO.,MO,TROY,Y,Y,20000315
081910436,UNICO BANK,UNICO BANK,MO,IRONDALE,Y,Y,20080731
081910588,FST SB PARK HILLS,FIRST STSTE COMMUNITY BANK,MO,PARK HILLS,N,N,20130114
081912722,NATIONAL BANK,NATIONAL BANK,IL,ELDRED,N,N,20090326
081913158,GERMANTOWN TR IL,GERMANTOWN TRUST & SAVINGS BANK,IL,GERMANTOWN,N,Y,20150708
081913556,FARMERS ST BANK,FARMERS STATE BANK,IL,HOFFMAN,Y,N,20030519
081914131,F&M ST CLAIR MO,FARMERS & MERCHANTS BANK,MO,SAINT CLAIR,Y,SY,20100805
081914775,FIRST MULBERRY GRV,FIRST NATIONAL BANK,IL,MATTOON,N,N,20170315
081914814,BK BLOOMSDALE MO,BLOOMSDALE BANK,MO,BLOOMSDALE,N,Y,20151204
081914856,FCB BANKS IL,FCB BANKS,IL,COLLINSVILLE,N,N,20171023
081915075,OLD EXCH OKAWVILLE,OLD EXCHANGE NATIONAL BANK,IL,OKAWVILLE,Y,SY,20100609
081917390,COMM TR IRVINGTON,COMMUNITY TRUST BANK,IL,IRVINGTON,Y,SN,20131022
081918755,FIRST STATE BK,FIRST STATE BANK,MO,SULLIVAN,N,N,20080415
081918946,BK OF FRANKLIN CO,BANK OF FRANKLIN COUNTY,MO,WASHINGTON,N,Y,20141107
081919356,MRV BANKS,MRV BANKS,MO,STE GENEVIEVE,N,Y,20141107
081919880,VILLAGE BK ST.L IL,THE VILLAGE BANK,IL,SAINT LIBORY,Y,Y,20100805
081921551,FIRST NOKOMIS IL,FIRST NATIONAL BANK,IL,NOKOMIS,N,Y,20150708
082000138,FRB LR,FRB ST. LOUIS/LITTLE ROCK BRANCH,AR,LITTLE ROCK,N,N,20080324
082000549,US BANK ARKANSAS,US BANK  NA,AR,LITTLE ROCK,Y,N,20141107
082001247,SIMMONS 1ST NB,SIMMONS FIRST NATIONAL BANK,AR,PINE BLUFF,N,N,20140507
082001522,ARVEST BANK AR,ARVEST BANK,AR,NORTH LITTLE ROCK,N,N,20140210
082001687,BANK OF LR AR,BANK OF LITTLE ROCK,AR,LITTLE ROCK,Y,Y,20000106
082001700,FST NAT BANKERS BK,FIRST NATIONAL BANKERS BANK,AR,LITTLE ROCK,Y,N,20150604
082007746,FIRST SECURITY BK,FIRST SECURITY BANK,AR,BENTON,N,N,20090727
082007830,ONE NATL LR AR,ONE BANK & TRUST,AR,LITTLE ROCK,Y,Y,20010529
082008583,THE CAPITAL BK LR,THE CAPITAL BANK,AR,LITTLE ROCK,Y,SN,20121026
082008732,CENTENNIAL BANK,CENTENNIAL BANK,AR,LITTLE ROCK,N,N,20090807
082008923,CENTRAL BANK,CENTRAL BANK,AR,LITTLE ROCK,N,Y,20081209
082900432,SIMMONS PB AR,SIMMONS BANK,AR,PINE BLUFF,Y,Y,20170818
082900872,ARVEST BANK,ARVEST BANK,AR,FAYETTEVILLE,Y,Y,20020404
082900937,SIMMONS PB AR,SIMMONS FIRST NATIONAL BANK,AR,PINE BLUFF,N,N,20150311
082900995,BEAR STATE BANK,BEAR STATE BANK,AR,MENA,Y,N,20160630
082901020,FSB CROSSETT AR,FIRST STATE BANK,AR,CROSSETT,N,Y,20141107
082901033,INTEGRITY FIRST BK,INTEGRITY FIRST BANK  N.A.,AR,MOUNTAIN HOME,Y,Y,20120824
082901046,COMM TEXARKANA AR,COMMERCIAL NATIONAL BK OF TEXARKANA,TX,TEXARKANA,Y,N,20141107
082901088,RELYANCE BK NA,RELYANCE BANK  NATIONAL ASSOCIATION,AR,PINE BLUFF,Y,Y,20130610
082901091,FIRST HOPE AR,FARMERS BANK & TRUST COMPANY,AR,HOPE,N,N,20150327
082901279,FBT BANK & MTG,FBT BANK & MORTGAGE,AR,FORDYCE,Y,SY,20150820
082901334,SOUTHERN BC BK,SOUTHERN BANCORP BANK,AR,ARKADELPHIA,Y,Y,20091201
082901376,FIRST NATURALSTATE,FIRST NATURALSTATE BANK,AR,MCGEHEE,Y,Y,20160121
082901392,BOKF NA,BOKF NA,AR,FAYETTEVILLE,Y,N,20130621
082901473,BEAR STATE BANK,BEAR STATE BANK,AR,HARRISON,Y,Y,20160630
082901567,UNION MONTICELL AR,UNION BANK & TRUST COMPANY,AR,MONTICELLO,Y,SY,20121031
082901619,F&M STUTTGART AR,FARMERS & MERCHANTS BANK,AR,STUTTGART,N,N,20160523
082901635,FARMERS MAGNOLIA,FARMERS BANK & TRUST COMPANY,AR,MAGNOLIA,Y,Y,20150819
082901677,BEAR STATE BANK,BEAR STATE BANK,AR,DE QUEEN,Y,N,20160630
082901774,FIRST SEC SEARCY,FIRST SECURITY BANK OF SEARCY,AR,CONWAY,N,N,20081219
082901790,PRIORITY BK,PRIORITY BANK,AR,OZARK,Y,N,20010228
082901813,SOUTHERN BC BK,SOUTHERN BANCORP BANK,AR,ARKADELPHIA,Y,SN,20170602
082901826,PULASKI BANK,PULASKI BANK,AR,BENTONVILLE,N,N,20080909
082901842,FIRST NAT BK,FIRST NATIONAL BANK,AR,ROGERS,N,N,20090114
082901855,SIMMONS FNB AR,SIMMONS FIRST NATIONAL BANK,AR,PINE BLUFF,N,N,20131209
082901871,BK OZARKS,BANK OF THE OZARKS,AR,LITTLE ROCK,N,N,20141223
082901907,SIMMONS FIRST BANK,SIMMONS FIRST NATIONAL BANK,AR,PINE BLUFF,N,N,20140519
082901910,SIGNATURE BK BRNK,SIGNATURE BANK OF ARKANSAS,AR,BRINKLEY,Y,N,20141107
082901952,FWB BOONEVILLE,FIRST WESTERN BANK,AR,BOONEVILLE,Y,Y,20110719
082902074,FIRST PARIS AR,FIRST NATIONAL BANK AT PARIS,AR,PARIS,Y,N,20141107
082902265,FB GREENWOOD AR,FARMERS BANK,AR,GREENWOOD,N,Y,20141107
082902320,FIRST BANK,FIRST BANK,AR,CAMDEN,N,N,20120125
082902430,FSB RUSSELLVILLE,FIRST STATE BANK,AR,RUSSELLVILLE,Y,Y,20091104
082902456,DEWITT B&T AR,DEWITT BANK AND TRUST COMPANY,AR,DE WITT,N,N,20130606
082902469,AR COUNTY BK,ARKANSAS COUNTY BANK,AR,DE WITT,Y,SY,20140729
082902472,PARKWAY BANK,PARKWAY BANK,AR,MONTICELLO,N,N,20151221
082902485,PPLES BK PRTLND AR,HOMEBANK OF ARKANSAS,AR,PORTLAND,N,N,20120125
082902511,FIRST NB NORTH ARK,FIRST NATIONAL BK OF NORTH ARKANSAS,AR,BERRYVILLE,Y,Y,20110901
082902579,TODAY'S BANK,TODAY'S BANK,AR,HUNTSVILLE,N,N,20160928
082902757,CENTENNIAL BANK,CENTENNIAL BANK,AR,CONWAY,Y,Y,20081205
082903044,BANK OF CABOT AR,CENTENNIAL BANK,AR,CABOT,N,N,20090506
082903057,FIRST CALICO RK AR,FIRST NATIONAL BANK OF IZARD CO.,AR,CALICO ROCK,Y,SY,20140131
082903264,BK OF DELIGHT AR,BANK OF DELIGHT,AR,DELIGHT,N,Y,20141107
082903293,SIMMONS PB AR,SIMMONS FIRST NATIONAL BANK,AR,PINE BLUFF,N,N,20150317
082903303,M&F DUMAS AR,MERCHANTS AND FARMERS BANK,AR,DUMAS,N,N,20120125
082903345,COMMERCE CMNTY BK,COMMERCE COMMUNITY BANK,LA,OAK GROVE,N,N,20131213
082903426,HORATIO SB AR,HORATIO STATE BANK,AR,HORATIO,N,Y,20141107
082903497,FIRST ST GURDON AR,FIRST STATE BANK,AR,GURDON,N,Y,20141107
082903714,BK OZ NWA JAS AR,BANK OF THE OZARKS/JASPER BRANCH,AR,JASPER,N,N,19991216
082903837,FIRST LEWISVILLE,FIRST NATIONAL BANK,AR,LEWISVILLE,N,N,20070119
082903840,BK OF LINCOLN AR,SIMMONS FIRST BANK NW LINCOLN BRANCH,AR,LINCOLN,N,N,19990727
082904030,CENTENNIAL BANK,CENTENNIAL BANK,AR,MOUNTAIN VIEW,N,N,20090506
082904043,FIRST BK MONT CNTY,FIRST NATIONAL BANK,AR,MOUNT IDA,N,N,20050610
082904056,DSB MURFREEBORO AR,DIAMOND BANK,AR,MURFREESBORO,N,Y,20140519
082904085,CENTENNIAL BANK,CENTENNIAL BANK,AR,LITTLE ROCK,N,N,20090622
082904166,SIMMONS PB AR,SIMMONS FIRST NATIONAL BANK,AR,PINE BLUFF,N,N,20141211
082904726,CORNERSTONE BANK,CORNERSTONE BANK,AR,EUREKA SPRINGS,N,Y,20140220
082904991,FNBC BANK,FNBC BANK,AR,ASH FLAT,Y,Y,20140116
082905068,CHAMBERS BANK,CHAMBERS BANK,AR,ELKINS,N,N,20090107
082905343,COMM B&T MONTICELL,COMMERCIAL BANK AND TRUST COMPANY,AR,MONTICELLO,Y,SY,20161214
082905505,ANSTAFF BK,ANSTAFF BANK,AR,GREEN FOREST,Y,Y,20160630
082905819,MERCH & PLNTRS BK,RIVERSIDE BANK,AR,SPARKMAN,N,Y,20141107
082905990,RIVER TOWN BANK,RIVER TOWN BANK,AR,DARDANELLE,Y,Y,20061114
082906083,EAGLE B&T HBR SPR,EAGLE BANK AND TRUST COMPANY,AR,HEBER SPRINGS,N,N,20120224
082906494,SFB SEARCY AR,SIMMONS FIRST NATIONAL BANK,AR,PINE BLUFF,N,N,20140519
082907008,CHAMBERS BK,CHAMBERS BANK,AR,DANVILLE,Y,SY,20151113
082907273,BK OZARKS,BANK OF THE OZARKS,AR,LITTLE ROCK,Y,Y,20081030
082907493,BK OF BEARDEN AR,BANK OF BEARDEN,AR,BEARDEN,N,N,20050708
082907752,GRAND FED SVGS BK,GRAND SAVINGS BANK,OK,GROVE,N,N,20150330
082907781,STONE BANK AR,STONE BANK,AR,MOUNTAIN VIEW,Y,SY,20150805
082907875,FIRST SERVICE BK,FIRST SERVICE BANK,AR,GREENBRIER,Y,Y,20170608
082907888,SIMMONS PB AR,SIMMONS FIRST NATIONAL BANK,AR,PINE BLUFF,N,N,20150317
082908599,EQUITY BANK,EQUITY BANK,KS,ANDOVER,N,N,20161110
082908748,FIRST BANK,FIRST BANK,AR,HAMPTON,N,N,20140207
082908751,SOUTHERN BC BK ARK,SOUTHERN BANCORP BK OF ARKANSAS,AR,EL DORADO,N,N,20090724
082908829,CENTRAL BANK,CENTRAL BANK,AR,LITTLE ROCK,N,N,20170518
082908832,SIGNATURE BK ARK,SIGNATURE BANK OF ARKANSAS,AR,FAYETTEVILLE,Y,N,20131023
082908858,LEGACY NAT'L BANK,LEGACY NATIONAL BANK,AR,SPRINGDALE,Y,N,20050328
082908861,SOUTHERN BK,SOUTHERN BANK,AR,BATESVILLE,N,N,20101222
082974439,ARMSTRONG BK,ARMSTRONG BANK,AR,FORT SMITH,N,N,20150522
083000056,PNC BANK  KENTUCKY,PNC BANK  KENTUCKY,DE,WLIMINGTON,N,N,20110404
083000108,PNC BK  KY INC,PNC BANK  NATIONAL ASSOCIATION,KY,LOUISVILLE,Y,N,20141107
083000137,JPMCHASE KENTUCKY,JPMORGAN CHASE BANK  NA,OH,COLUMBUS,Y,N,20141107
083000593,FRB LSVL,FRB ST. LOUIS/LOUISVILLE BRANCH,KY,LOUISVILLE,N,N,20080324
083000713,BANK OF LSVL KY,B B & T/ LOUISVILLE BR.,KY,LOUISVILLE,N,N,20021030
083000726,RIVER CITY LSVL KY,RIVER CITY BANK  INC.,KY,LOUISVILLE,Y,Y,20130930
083001314,REPUBLIC B&T LSVL,REPUBLIC BANK & TRUST COMPANY,KY,LOUISVILLE,Y,Y,20010824
083002177,COMMWLTH BT LVL KY,COMMONWEALTH BANK & TRUST,KY,LOUISVILLE,Y,Y,20120612
083002520,MAINSOURCE BANK,MAINSOURCE BANK,IN,GREENSBURG,Y,N,20170623
083002533,FIRST BK LSVL KY,CENTRAL BANK AND TRUST COMPANY,KY,LEXINGTON,N,N,20171013
083002740,METRO BANK KY,METRO BANK,KY,LOUISVILLE,N,N,20140825
083008223,FORCHT BANK NA,FORCHT BANK  N.A.,KY,LEXINGTON,N,N,20081224
083008508,ECLIPSE BANK,ECLIPSE BANK  INC.,KY,LOUISVILLE,N,Y,20141107
083900363,US BANK LSVL,US BANK  NA,KY,PADUCAH,Y,N,20141107
083900428,AREA BK,B B & T/OWENSBORO BR. 1,KY,OWENSBORO,N,N,20020829
083900525,FIELD & MAIN BK KY,FIELD & MAIN BANK,KY,HENDERSON,Y,Y,20150123
083900538,FARM HENDERSON KY,FARMERS BANK N.A.,KY,HENDERSON,N,N,20000114
083900619,UNITED FRANKFT KY,UNITED BANK & CAPITAL TRUST COMPANY,KY,FRANKFORT,Y,Y,20170221
083900680,BB&T W KENTUCKY,BB&T WESTERN KENTUCKY,KY,HOPKINSVILLE,Y,N,20020716
083900774,BOWLING GRN B&T KY,BB&T NORTH CAROLINA,KY,BOWLING GREEN,N,N,20141120
083901087,FIRST MAYFIELD KY,FNB BANK  INC.,KY,MAYFIELD,Y,Y,20051207
083901100,UNITED FRANKFT KY,UNITED BANK & CAPITAL TRUST COMPANY,KY,FRANKFORT,N,N,20170221
083901113,EXCHGE MAYFIELD KY,FIRST KENTUCKY BANK  INC.,KY,MAYFIELD,Y,Y,20120427
083901207,BK OF CADIZ & TR C,BANK OF CADIZ,KY,CADIZ,N,Y,19990810
083901281,GERMAN AMER. BC,GERMAN AMERICAN BANCORP,IN,HOLLAND,N,N,20130204
083901333,MCB BRADENBURG KY,MEADE COUNTY BANK,KY,BRANDENBURG,Y,Y,20130930
083901362,FRMRS MADISNVLE KY,OLD NATIONAL BANK,KY,MADISONVILLE,N,N,19991013
083901414,PBBC SHPRDSVLL KY,PEOPLES BANK OF BULLITT COUNTY,KY,SHEPHERDSVILLE,N,N,20120125
083901582,WEST KY CLAY KY,INTEGRA BK/MADISONVILLE BRANCH,KY,CLAY,N,N,20010308
083901621,CUB SHELBYVLLE KY,CITIZENS UNION BANK,KY,SHELBYVILLE,Y,Y,20170602
083901663,WHITAKER BANK  INC,WHITAKER BANK  INC.,KY,HARRODSBURG,N,N,20080902
083901702,CITZ LEBANON KY,CITIZENS NATIONAL BANK,KY,LEBANON,Y,SY,20020801
083901728,FARMERS LEBANON KY,FARMERS NATIONAL BANK,KY,LEBANON,Y,SY,20040928
083901773,FARMERS PRINCE KY,FARMERS BANK AND TRUST COMPANY,KY,PRINCETON,Y,SN,20141107
083901896,BKRS BK FRANKFT KY,THE BANKER'S BANK OF KENTUCKY  INC.,KY,FRANKFORT,Y,Y,20170818
083901935,FNB MUHLENBERG CTY,FIRST SOUTHERN NATIONAL BANK,KY,LANCASTER,N,N,20150908
083901977,NEW FRMRS GLASGOW,BB&T NORTH CAROLINA,KY,OWENSBORO,N,N,20130204
083902002,SOUTH CENTRAL BK,SOUTH CENTRAL BANK  INC.,KY,GLASGOW,Y,N,20150819
083902060,TOWN & COUNTRY BK,TOWN & COUNTRY BANK & TRUST CO.,KY,BARDSTOWN,Y,Y,20071119
083902183,FORCHT BANK NA,FORCHT BANK  N.A.,KY,LEXINGTON,N,N,20081224
083902196,FNB OF KENTUCKY,FIRST NATIONAL BANK OF KENTUCKY,KY,CARROLLTON,Y,Y,20170110
083902248,LWRNCBRG B & TC,LAWRENCEBURG BK & TR CO.,KY,HARRODSBURG,N,N,20100510
083902303,STOCKYARDS BK LSVL,STOCK YARDS BANK & TRUST COMPANY,KY,LA GRANGE,N,N,20130812
083902316,FAR BK & TR MAR KY,FARMERS BANK & TRUST COMPANY,KY,MARION,N,Y,20050304
083902374,CBK MADISONVLLE KY,CITIZENS MIDAMERICA/MADISONVILLE BR.,KY,MADISONVILLE,N,N,20001018
083902442,SOUTH CENTRAL BK,SOUTH CENTRAL BANK  INC.,KY,GLASGOW,Y,N,20150612
083902455,CLINTON BK KY,CLINTON BANK,KY,CLINTON,N,Y,20141107
083902468,FIRST COMMUNITY BK,FIRST CMNTY BK OF THE HEARTLAND  INC,KY,CLINTON,N,Y,20141107
083902507,FUBHC MADISNVLL KY,FIRST UNITED BANK AND TRUST COMPANY,KY,MADISONVILLE,N,Y,20160506
083902646,FARMERS SCOTTSVILL,FARMERS NATIONAL BANK,KY,SCOTTSVILLE,Y,Y,19990721
083902727,ELKTON BTC KY,ELKTON BANK AND TRUST COMPANY,KY,ELKTON,Y,SY,20100303
083902756,IND BK LIVERMOR KY,INDEPENDENCE BANK OF KENTUCKY,KY,OWENSBORO,Y,Y,20150703
083902811,MAINSOURCE BANK,MAINSOURCE BANK,IN,MADISON,Y,N,20141107
083903056,CECILIAN BK KY,CECILIAN BANK,KY,CECILIA,N,N,20160520
083903108,FIRST & FARMERS NB,FIRST & FARMERS NATIONAL BANK  INC.,KY,SOMERSET,Y,Y,20080818
083903140,HANCOCK HAWESVL KY,HANCOCK BANK AND TRUST COMPANY,KY,HAWESVILLE,N,Y,20080925
083903328,COMM FIN SVCS BK,COMMUNITY FINANCIAL SERVICES BANK,KY,BENTON,Y,Y,20070815
083903386,LINC HODGENVILLE,LINCOLN NATIONAL BANK,KY,HODGENVILLE,Y,SY,20150319
083903412,CITZ DEPOSIT BANK,AREA BANK/CALHOUN BRANCH,KY,CALHOUN,N,N,20001010
083903454,CECILIAN BK KY,CECILIAN BANK,KY,CECILIA,N,N,20160520
